,Response_Date,Day,Response_Time,Week,Time_Bucket,Agency_Type,Incident_Type,Problem,Cross_Street_Inter,Latitude,Longitude,Primary Police Dept,Place Name Census,General_Location
4187,2023-07-31,Monday,23:45,31,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Burrows Rd  at  Bayside Dr,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
4188,2023-07-31,Monday,23:59,31,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Fuller Dr,43.098248,-89.368252,MAPV-Maple Bluff Village,Maple Bluff,Edge
4189,2023-08-01,Tuesday,00:50,31,1,Law Enforcement,C-Charlie-Law,Suspicious Vehicle,Fisk Pl at Farwell Dr,43.113738,-89.372126,MAPV-Maple Bluff Village,Maple Bluff,Interior
4190,2023-08-01,Tuesday,15:45,31,4,Law Enforcement,A-Alpha-Law,Stratified Policing,Summit Rd  at  Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
4191,2023-08-01,Tuesday,16:23,31,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Farwell Dr at Newcastle Way,43.113867,-89.373646,MAPV-Maple Bluff Village,Maple Bluff,Interior
4192,2023-08-02,Wednesday,02:12,31,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4193,2023-08-02,Wednesday,11:01,31,3,Law Enforcement,C-Charlie-Law,Suspicious Person,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4194,2023-08-02,Wednesday,13:14,31,4,Law Enforcement,O-Omega-Law,Information (Law),Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4195,2023-08-02,Wednesday,15:03,31,4,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Washington Ave at Hayes Rd,43.141633,-89.300826,MADC-Madison City,Madison,Outside
4196,2023-08-02,Wednesday,17:26,31,5,Law Enforcement,O-Omega-Law,Information (Law),N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
4197,2023-08-02,Wednesday,18:21,31,5,Law Enforcement,A-Alpha-Law,Street Parking,Oxford Pl at Cambridge Rd,43.105264,-89.366529,MAPV-Maple Bluff Village,Maple Bluff,Interior
4198,2023-08-02,Wednesday,19:07,31,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Farwell Dr  at  Lakewood Blvd,43.113738,-89.372126,MAPV-Maple Bluff Village,Maple Bluff,Interior
4199,2023-08-03,Thursday,00:49,31,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  E Johnson St,43.093294,-89.363614,MADC-Madison City,Madison,Outside
4200,2023-08-03,Thursday,01:24,31,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  Fordem Ct,43.098124,-89.364115,MADC-Madison City,Madison,Outside
4201,2023-08-03,Thursday,02:22,31,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N First St  at  E Dayton St,43.093641,-89.361364,MADC-Madison City,Madison,Outside
4202,2023-08-03,Thursday,03:33,31,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Main St  at  S First St,43.078201,-89.376708,MADC-Madison City,Madison,Outside
4203,2023-08-03,Thursday,12:37,31,4,Law Enforcement,B-Bravo-Law,Animal-Disturbance,Bayside Dr at Roxbury Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
4204,2023-08-03,Thursday,13:10,31,4,Law Enforcement,A-Alpha-Law,Follow Up,Hanover St at Gale Ct,43.133614,-89.367089,MADC-Madison City,Madison,Outside
4205,2023-08-03,Thursday,14:26,31,4,Law Enforcement,D-Delta-Law,Traffic Complaint,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
4206,2023-08-03,Thursday,15:36,31,4,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  N Baldwin St,43.090409,-89.370356,MADC-Madison City,Madison,Outside
4207,2023-08-03,Thursday,16:14,31,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4208,2023-08-03,Thursday,18:54,31,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4209,2023-08-03,Thursday,23:17,31,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Aberg Ave,43.114241,-89.363788,MADC-Madison City,Madison,Outside
4210,2023-08-03,Thursday,23:59,31,6,Law Enforcement,C-Charlie-Law,Intoxicated Driver,E Johnson St at Lakewood Garden Ln,43.093294,-89.363614,MADC-Madison City,Madison,Outside
4211,2023-08-04,Friday,10:32,31,3,Ems Fire,Fire - Bravo,55B2-Electhaz/Wiresdwnnosmkarc,Leroy Rd  at  Farwell Dr,43.118271,-89.378931,MAPV-Maple Bluff Village,Maple Bluff,Interior
4212,2023-08-04,Friday,10:33,31,3,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Leroy Rd  at  Farwell Dr,43.118271,-89.378931,MAPV-Maple Bluff Village,Maple Bluff,Interior
4213,2023-08-04,Friday,15:44,31,4,Law Enforcement,B-Bravo-Law,Theft,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4214,2023-08-04,Friday,23:08,31,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Kensington Dr at Oxford Pl,43.109527,-89.365518,MAPV-Maple Bluff Village,Maple Bluff,Interior
4215,2023-08-04,Friday,23:42,31,6,Law Enforcement,D-Delta-Law,Disturbance,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4216,2023-08-05,Saturday,04:59,31,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Wyldewood Dr at Trailsway,43.126152,-89.367202,MADC-Madison City,Madison,Outside
4217,2023-08-05,Saturday,14:45,31,4,Law Enforcement,B-Bravo-Law,Burglary-Residence,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4218,2023-08-05,Saturday,18:43,31,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Northfield Pl at N Sherman Ave,43.102557,-89.36401,MADC-Madison City,Madison,Outside
4219,2023-08-05,Saturday,22:29,31,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Thompson Dr at Mesta Ln,43.109697,-89.296635,MADC-Madison City,Madison,Outside
4220,2023-08-06,Sunday,04:00,31,2,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Boyd Ave,43.11541,-89.363774,MADC-Madison City,Madison,Outside
4221,2023-08-06,Sunday,05:18,31,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Karstens Dr at Marcy Rd,43.133769,-89.385905,MADC-Madison City,Madison,Outside
4222,2023-08-06,Sunday,05:28,31,2,Law Enforcement,unknown,unknown,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
4223,2023-08-06,Sunday,06:43,31,2,Law Enforcement,B-Bravo-Law,Damage To Property,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4224,2023-08-06,Sunday,09:44,31,3,Law Enforcement,C-Charlie-Law,Safety Hazard,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
4225,2023-08-06,Sunday,12:28,31,4,Law Enforcement,C-Charlie-Law,Check Person,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4226,2023-08-06,Sunday,12:38,31,4,Law Enforcement,C-Charlie-Law,Safety Hazard,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
4227,2023-08-06,Sunday,16:56,31,5,Ems Fire,Fire - Bravo,52B1S-Alarm /Snglresidentsmoke,Farwell Dr at Newcastle Way,43.113867,-89.373646,MAPV-Maple Bluff Village,Maple Bluff,Interior
4228,2023-08-06,Sunday,16:57,31,5,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Farwell Dr at Newcastle Way,43.113867,-89.373646,MAPV-Maple Bluff Village,Maple Bluff,Interior
4229,2023-08-06,Sunday,17:21,31,5,Law Enforcement,O-Omega-Law,Information (Law),Roth St at Aberg Ave,43.114214,-89.360292,MADC-Madison City,Madison,Outside
4230,2023-08-06,Sunday,17:47,31,5,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Windom Way at Northport Dr,43.129106,-89.358931,MADC-Madison City,Madison,Outside
4231,2023-08-06,Sunday,18:26,31,5,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4232,2023-08-06,Sunday,18:26,31,5,Ems Fire,Ems - Single Unit,26A1-Sick/No Priorities,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4233,2023-08-06,Sunday,22:07,31,6,Law Enforcement,A-Alpha-Law,Directed Patrol,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4234,2023-08-06,Sunday,22:47,31,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Mcguire St,43.09866,-89.367328,MAPV-Maple Bluff Village,Maple Bluff,Edge
4235,2023-08-07,Monday,03:22,32,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,North St at Pawling St,43.136269,-89.347319,MADC-Madison City,Madison,Outside
4236,2023-08-07,Monday,12:38,32,4,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
4237,2023-08-07,Monday,14:21,32,4,Law Enforcement,C-Charlie-Law,Suspicious Person,Woodland Cir at Lakewood Blvd,43.110566,-89.368597,MAPV-Maple Bluff Village,Maple Bluff,Interior
4238,2023-08-07,Monday,19:11,32,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave  at  Pennsylvania Ave,43.106837,-89.357811,MADC-Madison City,Madison,Outside
4239,2023-08-07,Monday,20:07,32,6,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Farwell Ct at Farwell Dr,43.119079,-89.377805,MAPV-Maple Bluff Village,Maple Bluff,Interior
4240,2023-08-07,Monday,20:30,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave  at  Ruskin St,43.106825,-89.361134,MADC-Madison City,Madison,Outside
4241,2023-08-07,Monday,22:05,32,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Sherman Ave at Ruskin St,43.135748,-89.363316,MADC-Madison City,Madison,Outside
4242,2023-08-07,Monday,22:37,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Shopko Dr  at  Aberg Ave,43.110771,-89.346908,MADC-Madison City,Madison,Outside
4243,2023-08-07,Monday,23:07,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Mcguire St,43.09866,-89.367328,MAPV-Maple Bluff Village,Maple Bluff,Edge
4244,2023-08-07,Monday,23:55,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Mcguire St,43.09866,-89.367328,MAPV-Maple Bluff Village,Maple Bluff,Edge
4245,2023-08-08,Tuesday,10:41,32,3,Law Enforcement,unknown,unknown,Woodland Cir  at  Kensington Dr,43.112357,-89.366205,MAPV-Maple Bluff Village,Maple Bluff,Interior
4246,2023-08-08,Tuesday,18:26,32,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Sherman Ter,43.103358,-89.363991,MADC-Madison City,Madison,Outside
4247,2023-08-08,Tuesday,19:12,32,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Northfield Pl  at  Superior St,43.102557,-89.36401,MADC-Madison City,Madison,Outside
4248,2023-08-08,Tuesday,19:33,32,5,Law Enforcement,A-Alpha-Law,Follow Up,Erie Ct at Lakewood Blvd,43.103358,-89.363992,MAPV-Maple Bluff Village,Maple Bluff,Interior
4249,2023-08-08,Tuesday,20:21,32,6,Law Enforcement,A-Alpha-Law,Found Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
4250,2023-08-08,Tuesday,20:41,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
4251,2023-08-08,Tuesday,20:44,32,6,Law Enforcement,C-Charlie-Law,Suspicious Person,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4252,2023-08-08,Tuesday,22:20,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Boyd Ave,43.11541,-89.363774,MADC-Madison City,Madison,Outside
4253,2023-08-09,Wednesday,11:12,32,3,Law Enforcement,D-Delta-Law,Disturbance,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4254,2023-08-09,Wednesday,11:15,32,3,Law Enforcement,unknown,unknown,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4255,2023-08-09,Wednesday,14:34,32,4,Law Enforcement,B-Bravo-Law,Animal-Disturbance,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
4256,2023-08-09,Wednesday,18:28,32,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  N Baldwin St,43.090409,-89.370356,MADC-Madison City,Madison,Outside
4257,2023-08-09,Wednesday,19:45,32,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4258,2023-08-09,Wednesday,20:40,32,6,Law Enforcement,C-Charlie-Law,Check Property,Fuller Dr at Fuller Dr,43.136269,-89.347319,MAPV-Maple Bluff Village,Madison,Outside
4259,2023-08-09,Wednesday,23:33,32,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Roth St  at  N Sherman Ave,43.111598,-89.3638,MADC-Madison City,Madison,Outside
4260,2023-08-10,Thursday,04:06,32,2,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Burrows Rd,43.10274,-89.364376,MAPV-Maple Bluff Village,Maple Bluff,Edge
4261,2023-08-10,Thursday,06:14,32,2,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4262,2023-08-10,Thursday,06:22,32,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
4263,2023-08-10,Thursday,06:29,32,2,Law Enforcement,C-Charlie-Law,Check Property,Old Shore Rd at Lakewood Blvd,43.105264,-89.36653,MAPV-Maple Bluff Village,Maple Bluff,Interior
4264,2023-08-10,Thursday,06:46,32,2,Law Enforcement,C-Charlie-Law,Check Property,Oxford Pl at Roth St,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4265,2023-08-10,Thursday,08:12,32,3,Law Enforcement,O-Omega-Law,Information (Law),Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4266,2023-08-10,Thursday,09:51,32,3,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Bayside Dr at Roxbury Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
4267,2023-08-10,Thursday,14:09,32,4,Ems Fire,Ems - Charlie - Medical,26C1-Sick/Altered Conscious,Sherman Ave  at  Mcguire St,43.09866,-89.367328,MAPV-Maple Bluff Village,Maple Bluff,Edge
4268,2023-08-10,Thursday,14:12,32,4,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Sherman Ave  at  Mcguire St,43.09866,-89.367328,MAPV-Maple Bluff Village,Maple Bluff,Edge
4269,2023-08-10,Thursday,20:50,32,6,Law Enforcement,C-Charlie-Law,Suspicious Person,Erie Ct at Lakewood Blvd,43.103358,-89.363992,MAPV-Maple Bluff Village,Maple Bluff,Interior
4270,2023-08-10,Thursday,21:01,32,6,Law Enforcement,C-Charlie-Law,Check Person,N Sherman Ave  at  Roxbury Rd,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
4271,2023-08-11,Friday,09:30,32,3,Law Enforcement,C-Charlie-Law,Check Person,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4272,2023-08-11,Friday,15:37,32,4,Law Enforcement,A-Alpha-Law,Found Property,Erie Ct at Lakewood Blvd,43.103358,-89.363992,MAPV-Maple Bluff Village,Maple Bluff,Interior
4273,2023-08-11,Friday,19:20,32,5,Law Enforcement,C-Charlie-Law,Unwanted Person,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4274,2023-08-12,Saturday,01:53,32,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  Lakewood Gardens Cir,43.097273,-89.363988,MADC-Madison City,Madison,Outside
4275,2023-08-12,Saturday,02:07,32,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Aberg Ave  at  Crowley Ave,43.114228,-89.362572,MADC-Madison City,Madison,Outside
4276,2023-08-12,Saturday,03:10,32,1,Law Enforcement,C-Charlie-Law,Accident-Unknown Injury,E Johnson St  at  Fordem Ave,43.093294,-89.363614,MADC-Madison City,Madison,Outside
4277,2023-08-12,Saturday,03:14,32,1,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4278,2023-08-12,Saturday,07:36,32,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
4279,2023-08-12,Saturday,07:47,32,2,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4280,2023-08-12,Saturday,08:01,32,3,Law Enforcement,C-Charlie-Law,Check Property,Old Shore Rd at Lakewood Blvd,43.105264,-89.36653,MAPV-Maple Bluff Village,Maple Bluff,Interior
4281,2023-08-12,Saturday,08:05,32,3,Law Enforcement,C-Charlie-Law,Check Property,Oxford Pl at Roth St,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4282,2023-08-12,Saturday,09:40,32,3,Ems Fire,10 Deltas,10D1-Chestpain/Not Alert,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
4283,2023-08-12,Saturday,09:41,32,3,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
4284,2023-08-12,Saturday,14:06,32,4,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4285,2023-08-12,Saturday,14:22,32,4,Law Enforcement,C-Charlie-Law,Check Property,Oxford Pl at Roth St,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4286,2023-08-12,Saturday,20:46,32,6,Ems Fire,Fire - Alpha/Omega,53A5U-Citasst/Otherservicecall,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4287,2023-08-12,Saturday,20:46,32,6,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4288,2023-08-13,Sunday,01:53,32,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N First St  at  E Dayton St,43.093641,-89.361364,MADC-Madison City,Madison,Outside
4289,2023-08-13,Sunday,02:18,32,1,Law Enforcement,O-Omega-Law,Information (Law),Packers Ave  at  Darwin Rd,43.128945,-89.355147,MADC-Madison City,Madison,Outside
4290,2023-08-13,Sunday,02:36,32,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Fair Oaks Ave  at  E Washington Ave,43.103643,-89.343186,MADC-Madison City,Madison,Outside
4291,2023-08-13,Sunday,09:29,32,3,Ems Fire,Fire - Bravo,52B1S-Alarm /Snglresidentsmoke,Bayside Dr at Burrows Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
4292,2023-08-13,Sunday,09:30,32,3,Law Enforcement,D-Delta-Law,Afd-Assist Fire Department,Bayside Dr at Burrows Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
4293,2023-08-13,Sunday,09:51,32,3,Law Enforcement,C-Charlie-Law,Neighbor Trouble,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4294,2023-08-14,Monday,03:19,33,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Washington Ave  at  N Marquette St,43.104701,-89.341629,MADC-Madison City,Madison,Outside
4295,2023-08-14,Monday,06:48,33,2,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4296,2023-08-14,Monday,07:58,33,3,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
4297,2023-08-14,Monday,08:55,33,3,Law Enforcement,B-Bravo-Law,Threats,Newcastle Way at Laurel Ln,43.117717,-89.373409,MAPV-Maple Bluff Village,Maple Bluff,Interior
4298,2023-08-14,Monday,12:03,33,4,Law Enforcement,C-Charlie-Law,Check Property,Old Shore Rd at Lakewood Blvd,43.105264,-89.36653,MAPV-Maple Bluff Village,Maple Bluff,Interior
4299,2023-08-14,Monday,12:53,33,4,Law Enforcement,O-Omega-Law,Phone Message (Law),N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
4300,2023-08-15,Tuesday,06:42,33,2,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
4301,2023-08-15,Tuesday,06:50,33,2,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
4302,2023-08-15,Tuesday,06:56,33,2,Law Enforcement,C-Charlie-Law,Check Property,Old Shore Rd at Lakewood Blvd,43.105264,-89.36653,MAPV-Maple Bluff Village,Maple Bluff,Interior
4303,2023-08-15,Tuesday,07:24,33,2,Law Enforcement,C-Charlie-Law,Check Property,Oxford Pl at Roth St,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4304,2023-08-15,Tuesday,08:03,33,3,Ems Fire,Mvc,77D6-Mva/Vehiclevs.Pedestrian,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
4305,2023-08-15,Tuesday,08:03,33,3,Law Enforcement,D-Delta-Law,Accident-Injury,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
4306,2023-08-15,Tuesday,11:05,33,3,Law Enforcement,C-Charlie-Law,Check Person,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4307,2023-08-15,Tuesday,17:08,33,5,Law Enforcement,D-Delta-Law,Traffic Complaint,Sherman Ave  at  Harbort Dr,43.101562,-89.365307,MAPV-Maple Bluff Village,Maple Bluff,Edge
4308,2023-08-15,Tuesday,17:33,33,5,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
4309,2023-08-15,Tuesday,19:13,33,5,Ems Fire,Fire - Alpha/Omega,53A6-Citasst/Unknownsituation,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4310,2023-08-15,Tuesday,19:13,33,5,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4311,2023-08-15,Tuesday,22:03,33,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Hagan Dr  at  E Washington Ave,43.136269,-89.347319,MADC-Madison City,Madison,Outside
4312,2023-08-15,Tuesday,22:43,33,6,Law Enforcement,D-Delta-Law,Traffic Complaint,Sherman Ave  at  S Lakewood Gardens Ln,43.104391,-89.363959,MADC-Madison City,Madison,Outside
4313,2023-08-16,Wednesday,10:48,33,3,Law Enforcement,A-Alpha-Law,Follow Up,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
4314,2023-08-16,Wednesday,11:11,33,3,Law Enforcement,C-Charlie-Law,Check Person,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
4315,2023-08-16,Wednesday,17:26,33,5,Law Enforcement,D-Delta-Law,Alarm,Newcastle Way at Del Mar Dr,43.116996,-89.375529,MAPV-Maple Bluff Village,Maple Bluff,Interior
4316,2023-08-16,Wednesday,19:03,33,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  S Lakewood Gardens Ln,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
4317,2023-08-16,Wednesday,19:29,33,5,Law Enforcement,C-Charlie-Law,Neighbor Trouble,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4318,2023-08-16,Wednesday,23:19,33,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Thurber Ave at Webb Ave,43.103515,-89.334358,BLOT-Blooming Grove Town,Madison,Outside
4319,2023-08-17,Thursday,01:01,33,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave at Logan St,43.116411,-89.364966,MADC-Madison City,Madison,Outside
4320,2023-08-17,Thursday,09:22,33,3,Law Enforcement,B-Bravo-Law,Arrested Adult,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
4321,2023-08-17,Thursday,11:05,33,3,Law Enforcement,C-Charlie-Law,Suspicious Person,Lakewood Blvd  at  Fisk Pl,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
4322,2023-08-17,Thursday,15:24,33,4,Law Enforcement,C-Charlie-Law,Check Property,Erie Ct at Lakewood Blvd,43.103358,-89.363992,MAPV-Maple Bluff Village,Maple Bluff,Interior
4323,2023-08-17,Thursday,16:15,33,5,Law Enforcement,O-Omega-Law,Information (Law),Trailsway  at  Calypso Rd,43.125998,-89.366763,MADC-Madison City,Madison,Outside
